Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40.64183945245674,Yes,Travel_Rarely,1106.1570350717982,Sales,2.6889480430415844,2.8389515590133785,Life Sciences,9.721341572841922,2.83254690471132,7.137352353731894,Female,97.22396909586551,-2.839538485130282,-6.439944899596529,Sales Executive,-2.411360907374429,Single,5987.706823702897,19408.335238429165,-1.0787383914656257,Y,Yes,21.823038216062212,10.745122137925842,16.4037668711575,86.64286628773446,-3.138842534965067,14.42877894240643,4.622505319291211,-1.3982099351946435,1.5633817139563915,53.252736544790935,2.0941044754722222,1.6748052588883149
60.94712465056706,No,Travel_Frequently,321.41916937838374,Sales,-23.161263999253215,-63.34131003240317,Life Sciences,17.46231841306932,19.53967544141789,-16.235009209897896,Female,64.05825643782664,-2.881443731933671,-25.86069299853375,Research Scientist,6.8612384442075385,Single,5146.0666865006015,24892.55955431382,-11.087065217205222,Y,No,21.22253648472999,0.2810246725133023,-36.18784466827284,78.75875036480046,17.875752463059893,12.344381138910265,-9.373941689642763,-0.04616841049474063,16.45787619616515,10.816175511752247,-2.6301508067697337,7.498729842167126
33.01489891669435,Yes,Non-Travel,1376.998758373492,Research & Development,7.58646709098878,-9.268377840856882,Life Sciences,2.1138299212248377,0.2645002399311296,7.192806664516564,Male,94.26849459661504,0.2784767654037137,-17.53334417453138,Laboratory Technician,14.260671980064796,Single,2089.2534492730206,2407.061609981389,7.529318118980078,Y,Yes,18.033655350228234,4.271379209051518,-7.987947434900516,88.67871211039338,0.7201258616423742,11.918923421272185,-17.00348869366587,1.555191646158459,-1.572694941461532,6.225618806314126,1.2225690655691783,1.5534165628167076
38.97540061906598,No,Travel_Frequently,1400.8715056213587,Research & Development,-10.038331351308422,19.37492074630041,Life Sciences,-6.060009536343256,10.440142671212147,15.139140769540937,Female,42.29610116198768,-12.163802475942429,-27.05035133005054,Human Resources,-72.48314559351054,Married,2911.355232451189,23157.784594279787,23.672062957226743,Y,Yes,6.2353540237234295,8.334967335018765,4.567612564168391,100.57437924127817,-2.0452436475037388,-14.698424584322275,-5.2535781422400625,4.708208086118457,13.294908656917706,-8.368989364694324,-0.2979960171844338,9.657622703542438
26.39667127667155,No,Travel_Rarely,611.0135162875127,Human Resources,2.3923724300985354,18.838584272620643,Medical,2.5771541954865427,4.208815240764676,0.9264306116481276,Male,55.60821766088903,16.044947276363835,-7.609557260174114,Laboratory Technician,23.170598216417332,Married,3452.82301492927,16611.412947205852,6.609324320091114,Y,No,23.857500408181327,2.4889902324660134,11.105035300937875,75.56778213516498,-24.690957245704066,1.4302162619957564,-4.007927323958927,8.38731862583245,-0.06566389785154936,7.2534883881737,-44.461830261078575,5.488435575693766
23.040359175723857,Yes,Travel_Frequently,1007.2304907898697,Research & Development,-14.934324336611063,-3.3114249027494562,Other,-16.102140552136955,10.764137009162267,6.695377430435344,Male,105.77134343537168,25.877311623268355,11.593669948796695,Laboratory Technician,3.9085803689602643,Married,3080.159137999107,11856.374113936372,6.838003034235777,Y,Yes,13.365747259383951,17.786927010206107,-6.769621204160945,74.87697246243353,2.5901674149973184,-11.631950285250785,-19.63098983616496,3.9908129918060338,27.14346385969592,5.602447918219752,5.27242079199216,1.859822585593272
63.34245198005464,Yes,Travel_Rarely,1327.0184235147506,Research & Development,-2.870803863611731,34.79638633117788,Medical,11.067509979293385,45.760729046194186,4.190319663701626,Female,91.09723336497204,5.506613129786773,-0.3223283808254158,Laboratory Technician,33.33353901977856,Married,2670.144583690424,9959.028493974483,3.304322936507469,Y,No,15.053334995684136,-2.187107971897813,-7.6854672952989525,81.65119345677746,35.82567731457119,-27.35502998734274,7.1664618515924445,20.669797542001493,12.252599797445297,5.6154975556215465,-3.103724609574267,-4.652265317235135
69.08313600832355,No,Travel_Rarely,1356.5976701475379,Human Resources,-2.619227475821255,8.057032290896604,Life Sciences,0.56866731129666,7.065144359266424,1.6427061407165682,Female,68.98886598089302,3.7397803014043713,49.78324173626002,Laboratory Technician,25.640143039446748,Divorced,2643.120901625851,13342.855509079174,4.29603359888804,Y,No,22.65753376062549,7.843835059357854,1.0137129499750408,82.39917520624384,3.340363838377058,-10.209686237884789,26.363779618271654,2.0459991611775425,-0.9887305208165682,-13.434836846441678,25.454418458250938,-17.761167980655117
67.20396437361025,Yes,Travel_Frequently,219.36700598333826,Sales,25.377584647058228,-15.247774485905076,Life Sciences,5.429162438191621,7.71688050191109,3.8956744754387183,Male,51.75305113586428,-0.47059786106881907,0.9410354248203947,Manufacturing Director,4.707027418148708,Single,9527.704509086927,8784.037267027514,-1.9183863504840235,Y,No,-3.3880129751485697,-5.920126406106672,2.596369026672126,72.14616317740166,-1.8047314419114562,7.68999604901353,-0.9508783443949866,10.697788659613854,-2.122499648267759,25.45402022693351,19.50649987219442,-14.74139112591628
25.95879284266381,No,Non-Travel,1307.9639289656684,Human Resources,42.63850433693702,6.581522759367724,Medical,-30.290230800052306,23.194617877991007,-11.781396619595986,Male,136.62160691768895,-2.1795252497292052,15.772238881789123,Healthcare Representative,11.784610424588433,Married,5260.43595993532,16576.12640741171,-0.5448033664210925,Y,No,18.72519374767146,5.496136056462583,19.140027096319255,59.158130555459515,-33.0718114486146,43.92825097207068,16.203891277187488,20.669121890264773,28.829761995866832,12.071838528779189,33.41262949563506,2.7656251373554905
