Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40.842076532788106,Yes,Travel_Rarely,1102.0962640624248,Sales,1.1398934690433113,-0.17659516567811373,Life Sciences,0.41969939852328775,2.1436642665694876,5.054719234511161,Female,93.65728885992165,4.480797793152709,1.9039903391527608,Sales Executive,7.1158585012793125,Single,5994.723094090317,19481.481281021734,8.324426261187298,Y,Yes,11.876313343314624,-0.18528898285145656,-0.056037957159001284,79.46847829076121,-1.870180873365624,8.073073706179366,-0.6504151502020609,0.9737666216724078,4.9072696214670675,4.473827971050311,0.3931751402939405,2.333007636660957
49.01971395867733,No,Travel_Frequently,277.8310170119615,Research & Development,8.39981467837746,0.8807343218931871,Life Sciences,1.577852499339874,1.5672452610449508,2.103930696312671,Male,61.258984970132296,1.1452681770603381,1.9696993875656017,Research Scientist,2.251533965754113,Married,5130.01724076482,24907.323906470447,-1.1288503580699336,Y,No,23.2100476572079,4.995635038815294,5.58335352308748,82.73754498662073,0.7409915529850983,5.895159465558209,3.1673821856876874,5.627705031541568,10.018328736460347,6.603672032922976,1.0025491966036042,7.214681149732106
35.24348021533808,Yes,Travel_Rarely,1373.0795449263185,Research & Development,5.469286817395318,2.288041459327948,Other,-0.45046952220118586,4.958202111954062,4.67307857104593,Male,91.6787670532913,2.7486483823799444,1.0374433840483133,Laboratory Technician,5.129009523544875,Single,2090.197243945128,2396.251657512704,6.286126418546535,Y,Yes,14.652329902995023,2.9331599586205632,4.2940493512163265,81.91235866247268,-1.6585871025525503,7.984911099808038,2.7834652471277592,3.4293029928672847,1.1989372169692443,0.5204681939958689,2.958128072064222,-2.168043111797447
33.16047454046356,No,Travel_Frequently,1391.8843906690904,Research & Development,0.7616890168478685,2.444700117540741,Life Sciences,0.8504228408726117,3.105230345841504,3.5490435849197426,Female,54.51248049678128,2.490629399675651,1.0078885373486424,Research Scientist,3.521703388477955,Married,2909.944260136478,23159.29962683101,2.235251128015971,Y,Yes,11.473692765013167,3.2779050076594465,2.9758063666088743,79.55149311948412,-1.2385402284090947,8.148444249856354,1.6444756733229469,9.37771176094832,3.986866109934888,8.382566801197633,3.021216454768367,0.4372168723071126
25.327354115093495,No,Travel_Rarely,589.8426880641744,Research & Development,2.7843357031486855,1.08014383239713,Medical,1.1246984906835846,7.835889824943994,1.8726346397068232,Male,41.592565832678254,6.554181251766343,0.6665422740027263,Laboratory Technician,2.947254784095652,Married,3465.730965382651,16633.34495174086,9.264029642873574,Y,No,8.58205878067164,3.65960111025626,2.340780075672838,84.92340934162368,1.1055022786976394,4.714388781825475,4.537445163872828,3.0468194432361413,1.1071273417401812,2.7714811918835935,1.3834004695719488,1.6871865906159904
31.032768620932845,No,Travel_Frequently,1004.9204924203732,Research & Development,1.9616273111659712,1.7935335367918888,Life Sciences,1.8404278512423637,7.345602796211903,5.557329517501938,Male,79.50042893040946,1.4762938537449468,0.9420077190723863,Laboratory Technician,3.5075926658074685,Single,3067.354054124915,11864.578961190962,-1.4121161439127958,Y,No,15.37230222397041,4.0908048227906635,3.0210906392713426,81.91681970667686,1.2034278481900884,6.781502033364771,2.2004289754074495,1.6031512214278738,5.518519885931183,9.425552276909759,2.267862707393437,5.776176473771449
59.210511503303174,No,Travel_Rarely,1324.420208297342,Research & Development,4.449810255901577,0.9085186851242311,Medical,2.1630876321320045,10.723917457026623,-2.4041316167088045,Female,83.74258808491932,4.290921414648173,1.6728342454536869,Laboratory Technician,0.8800812378049311,Married,2669.7216712917752,9964.820066719429,5.425694906478752,Y,Yes,21.341097536998674,3.305225085789502,1.7697734209388125,78.922480689904,4.419485467743029,11.004382492889558,2.1832440578933294,-0.17035842415246094,0.6467940436608172,0.2663984796954987,0.057240924317943434,0.2789892728829314
29.779233914315338,No,Travel_Rarely,1358.896697548101,Research & Development,25.889064498329287,4.785746548030261,Life Sciences,1.0990648014748585,11.586288987676706,4.577977715811317,Male,66.08925374991823,3.064002536430103,-1.7620247753504947,Laboratory Technician,0.3387185558848227,Divorced,2689.615176639079,13333.303906746787,2.212919818791602,Y,No,22.29260472440381,5.490180290085268,2.2297776130317843,78.5595852439166,-1.3846106348318132,1.7182461593545082,2.169029784221795,7.133595097416494,1.1855879787991763,0.7615247735943625,0.07374442742606209,0.49779339433362035
37.485461625715224,No,Travel_Frequently,216.47673358944013,Research & Development,29.4510473383703,0.7281387600355389,Life Sciences,1.306694047145095,12.05742484736484,2.3268264997039094,Male,40.39717959813845,2.1720202205231702,2.851706950857651,Manufacturing Director,3.081719198093236,Single,9526.116219605152,8788.02084140144,-0.4975892210966058,Y,No,20.865652681584947,4.696551512358322,-0.016198399923207596,79.15216918898096,-0.9991955659226415,10.856161786261872,3.0638124606968256,4.661749421890325,9.58638273842204,7.401069441131578,-0.7474060837053329,7.930302110837779
34.593208034819995,No,Travel_Rarely,1298.589361440791,Research & Development,25.83916775807723,2.9989588336582615,Medical,0.4461049343843603,14.125802240589927,4.043510149298411,Male,95.91138496965075,-1.2504611469873304,0.7129995578530539,Healthcare Representative,1.868411367331986,Married,5238.021371942074,16577.623003776367,7.2742999640205905,Y,No,11.531945583467097,2.5515014328273242,0.7648127412688475,80.66129644138313,2.5839413143205645,17.517681275493537,2.6512981186732247,2.6480249887078533,8.586325319213568,7.622019050603551,7.819980725185038,6.122444021805518
